Movie ID,Sentence No,Movie Title,Utterance,Speaker,Emotion,Dialogue ID,Utterance ID,Start Time,End Time,start_seconds,end_seconds,split,split1
1,59.0,kae,Aha nnye bebia wo bɛ apportion blames Joe,Speaker two man,Neutral,5.0,10,05m:34s:00ms,05m:36s:00ms,334.0,336.0,train,train
1,60.0,kae,"Adeɛ nasi awei, wateaseɛ. Mpae na ye bɛ bɔ sɛ Nyame bɛ ye adom na ɔbɛ te nani na shes's okay.",Speaker two man,Neutral,5.0,11,05m:37s:00ms,05m:43s:00ms,337.0,343.0,train,train
1,61.0,kae,Me na mede me ho na mede meyere menka se mekɔ force akɔ anya accident for deɛn.,Speaker two man,Sadness,5.0,12,05m:46s:00ms,05m:50s:00ms,346.0,350.0,train,train
1,62.0,kae,ɔmo ahwɛ wo deɛ? Hwɛ sɛ bibia ye okay within,Speaker one man,Fear,5.0,14,05m:52s:00ms,05m:54s:00ms,352.0,354.0,train,train
1,63.0,kae,ɔmo ama makɔ ye X-ray ne deɛ bɛn deɛ bɛn bi na ɔmo ama me injection baako,Speaker two man,Neutral,5.0,15,05m:55s:00ms,06m:00s:00ms,355.0,360.0,train,train
1,64.0,kae,Sisia I'm hoping sɛ report no bɛn ba na bibia ye okay,Speaker two man,Neutral,5.0,16,06m:01s:00ms,06m:03s:00ms,361.0,363.0,train,train
1,65.0,kae,Chale! Wakɔ hu car na anaa?,Speaker two man,Neutral,5.0,17,06m:06s:00ms,06m:08s:00ms,366.0,368.0,train,train
1,66.0,kae,Jack gyae car asem na yen ka nipa asem.,Speaker one man,Anger,5.0,18,06m:08s:00ms,06m:11s:00ms,368.0,371.0,train,train
1,67.0,kae,Fa Car asem no to bebi koraa Ah,Speaker one man,Neutral,5.0,19,06m:12s:00ms,06m:13s:00ms,372.0,373.0,train,train
1,68.0,kae,Car deɛ ɛsei koraa na ɛtete ye koraa na nipa ho atɔ no sɛ that's the best,Speaker 3 Woman,Neutral,5.0,20,06m:14s:00ms,06m:19s:00ms,374.0,379.0,train,train
1,69.0,kae,"Me bisa saa because menim, I just don’t know what happened.",Speaker two man,Neutral,5.0,21,06m:20s:00ms,06m:22s:00ms,380.0,382.0,train,train
1,70.0,kae,"Rudolp, na doctor se sɛn? kyereɛ deɛn paa no improvement anaa sɛ sɛn?",Speaker 3 Woman,Fear,6.0,1,07m:09s:00ms,07m:18s:00ms,429.0,438.0,train,train
1,71.0,kae,Nursefoɔ no se ɔmo ne na kasa wɔ phone so ɔse ɔbɛ ba abeduru ha bɛye 2pm.,Speaker two man,Sadness,6.0,2,07m:19s:00ms,07m:23s:00ms,439.0,443.0,train,train
1,72.0,kae,"Enti yen twɛn sɛ, ɛmesɛ aka kakra na 2 abɔ",Speaker two man,Neutral,6.0,3,07m:24s:00ms,07m:27s:00ms,444.0,447.0,train,train
1,73.0,kae,"Okay, ne ho bɛtɔ no Nyame tease.",Speaker 3 Woman,Neutral,6.0,4,07m:29s:00ms,07m:33s:00ms,449.0,453.0,train,train
1,74.0,kae,"Enti kyerɛ I don’t know. Uhm sɛ sɛn, ɔnka sɛ nsesae bia aba anaa sɛ still stable condition naa?",Speaker 3 woman,Fear,6.0,5,07m:37s:00ms,07m:47s:00ms,457.0,467.0,train,train
1,75.0,kae,Nursefoɔ no wo bisa ɔmo bibia ɔmo mpɛ sɛ ɔmo bɛ ka.,Speaker two man,Sadness,6.0,6,07m:48s:00ms,07m:50s:00ms,468.0,470.0,train,train
1,76.0,kae,ɛnoa ne sɛ ɔmo se doctor nagye report nyinaa de agu ne office hɔ nti gye sɛ ɔnoa na ebetumi aka biibi akyerɛ me.,Speaker two man,Sadness,6.0,7,07m:51s:00ms,07m:58s:00ms,471.0,478.0,train,train
1,77.0,kae,"Nyame bɛye, Nyame tease.",Speaker 3 Woman,Neutral,6.0,8,07m:59s:00ms,08m:00s:00ms,479.0,480.0,train,train
1,78.0,kae,Baby,Speaker two man,Sadness,7.0,1,08m:35s:00ms,08m:35s:00ms,515.0,515.0,train,train
1,79.0,kae,Sisie menhu sɛ me kɔ fie oo? I don’t know,Speaker two man,Sadness,7.0,2,08m:42s:00ms,08m:45s:00ms,522.0,525.0,train,train
1,80.0,kae,Menhu nea menye me ho.,Speaker two man,Sadness,7.0,3,08m:49s:00ms,08m:50s:00ms,529.0,530.0,train,train
1,81.0,kae,Wonim sɛ nobody comes between the two of us,Speaker two man,Sadness,7.0,4,08m:54s:00ms,08m:57s:00ms,534.0,537.0,train,train
1,82.0,kae,"Me kɔ na ma me da, mentumi nda",Speaker two man,Sadness,7.0,5,08m:59s:00ms,09m:01s:00ms,539.0,541.0,train,train
1,83.0,kae,The thought of sɛ won nkoaa wo wɔ ha no koraa ye nightmare for me.,Speaker two man,Sadness,7.0,6,09m:03s:00ms,09m:06s:00ms,543.0,546.0,train,train
1,84.0,kae,Baby ye na sɔre bra fie wai.,Speaker two man,Sadness,7.0,7,09m:12s:00ms,09m:13s:00ms,552.0,553.0,train,train
1,85.0,kae,I'm so sorry.,Speaker two man,Sadness,7.0,8,09m:21s:00ms,09m:21s:00ms,561.0,561.0,train,train
1,86.0,kae,Me nim sɛ wo ye survivor,Speaker two man,Sadness,7.0,9,09m:29s:00ms,09m:30s:00ms,569.0,570.0,train,train
1,87.0,kae,You've always been strong,Speaker two man,Sadness,7.0,10,09m:31s:00ms,09m:32s:00ms,571.0,572.0,train,train
1,88.0,kae,Please,Speaker two man,Sadness,7.0,11,09m:37s:00ms,09m:37s:00ms,577.0,577.0,train,train
1,89.0,kae,Fight this for me okay?,Speaker two man,Sadness,7.0,12,09m:41s:00ms,09m:43s:00ms,581.0,583.0,train,train
1,90.0,kae,Wo gya menkoaa wɔ ha mɛ ye mɔbɔ do do.,Speaker two man,Sadness,7.0,13,09m:46s:00ms,09m:47s:00ms,586.0,587.0,train,train
1,91.0,kae,Mepawokyew ɛyɛ sɔre,Speaker two man,Sadness,7.0,14,09m:51s:00ms,09m:52s:00ms,591.0,592.0,train,train
1,92.0,kae,I bought this for you,Speaker two man,Sadness,7.0,15,10m:04s:00ms,10m:05s:00ms,604.0,605.0,train,train
1,93.0,kae,"Baby, I want you to know that I will always be here with you.",Speaker two man,Sadness,7.0,16,10m:28s:00ms,10m:32s:00ms,628.0,632.0,train,train
1,94.0,kae,Please,Speaker two man,Sadness,7.0,17,10m:37s:00ms,10m:37s:00ms,637.0,637.0,train,train
1,95.0,kae,Oh Good Afternoon Sir,Doctor,Neutral,8.0,1,11m:07s:00ms,11m:08s:00ms,667.0,668.0,train,train
1,96.0,kae,Good Afternoon Doctor.,Speaker two man,Sadness,8.0,2,11m:08s:00ms,11m:09s:00ms,668.0,669.0,train,train
1,97.0,kae,Doctor na ɛtesɛn? Neama ɛkɔɔ sɛn,Speaker two man,Sadness,8.0,3,11m:16s:00ms,11m:19s:00ms,676.0,679.0,train,train
1,98.0,kae,"Uhm, she'll be okay.",Doctor,Neutral,8.0,4,11m:19s:00ms,11m:21s:00ms,679.0,681.0,train,train
1,99.0,kae,"Doc dabia she'll be okay, dabiaa mɛba ha she'll be okay ɛnso dia ɔtea na ɔtea",Speaker two man,Frustration,8.0,5,11m:22s:00ms,11m:29s:00ms,682.0,689.0,train,train
1,100.0,kae,"Doc, ɛdeɛn na ɛkorso? deɛn na aye no?",Speaker two man,Sadness,8.0,6,11m:30s:00ms,11m:32s:00ms,690.0,692.0,train,train
1,101.0,kae,Nyinaa ne sɛ uhm wo de ne baye nyinaa no na ɔkɔ coma deda but na at that point in time na mentumi nka bibi saa nkyerɛ wo.,Doctor,Neutral,8.0,7,11m:33s:00ms,11m:42s:00ms,693.0,702.0,train,train
1,102.0,kae,Enti no yen bɔ mpae definitely ɔba back to normal,Doctor,Neutral,8.0,8,11m:43s:00ms,11m:48s:00ms,703.0,708.0,train,train
1,103.0,kae,"Doc, Lina kɔ coma?",Speaker two man,Surprise,8.0,9,11m:49s:00ms,11m:52s:00ms,709.0,712.0,train,train
1,104.0,kae,Ka w'akoma to wo yem.,Doctor,Neutral,8.0,10,11m:55s:00ms,11m:56s:00ms,715.0,716.0,train,train
1,105.0,kae,Oh my God!,Speaker two man,Sadness,8.0,11,11m:57s:00ms,11m:57s:00ms,717.0,717.0,train,train
1,106.0,kae,"Na yen bɔ mpae, definitely ɔbɛba back to normal.",Doctor,Neutral,8.0,12,11m:58s:00ms,12m:01s:00ms,718.0,721.0,train,train
1,107.0,kae,How long na is she going to stay in coma?,Speaker two man,Fear,8.0,13,12m:02s:00ms,12m:04s:00ms,722.0,724.0,train,train
1,108.0,kae,ɛna me ka ne sɛ yen bɔ mpae.,Doctor,Neutral,8.0,14,12m:05s:00ms,12m:06s:00ms,725.0,726.0,train,train
1,109.0,kae,Yenim sɛ ɛnkyɛ biaa coma deɛ ɛnnyɛ nonkyerɛ sɛ wawu anaa sɛ bibi saa,Doctor,Neutral,8.0,15,12m:07s:00ms,12m:12s:00ms,727.0,732.0,train,train
1,110.0,kae,"Yen bɔ mpae na ye crosse ye fingers, definitely ɔbɛ ba back to normal.",Doctor,Sadness,8.0,16,12m:14s:00ms,12m:17s:00ms,734.0,737.0,train,train
1,111.0,kae,Na make sure sɛ wo presence no bɛ ye more because ɛno koraa tumi boa ɛma - ɛboa ɛma no tumi ba back to normal,Doctor,Neutral,8.0,17,12m:18s:00ms,12m:27s:00ms,738.0,747.0,train,train
1,112.0,kae,"Wo ne no atena fie akyɛ nti wo scent koraa bɛ tumi aboa, ɔtumi te wo scent no ɔbɛtumi a ba back to noraml.",Doctor,Neutral,8.0,18,12m:28s:00ms,12m:33s:00ms,748.0,753.0,train,train
1,113.0,kae,Enti yenkɔ office na yenɔ di nkɔmɔ,Doctor,Neutral,8.0,19,12m:34s:00ms,12m:37s:00ms,754.0,757.0,train,train
1,114.0,kae,Meeba wai,Speaker two man,Sadness,8.0,20,12m:46s:00ms,12m:47s:00ms,766.0,767.0,train,train
1,115.0,kae,Good morning,Doctor,Neutral,9.0,1,13m:28s:00ms,13m:29s:00ms,808.0,809.0,train,train
1,116.0,kae,"Uhm, Mr Rudolph ma menhu wo kakra, ma me ne wo di nkɔmɔ bi wɔ me office.",Doctor,Neutral,9.0,2,13m:31s:00ms,13m:34s:00ms,811.0,814.0,train,train
1,117.0,kae,Rudolp,Doctor,Neutral,9.0,3,14m:06s:00ms,14m:07s:00ms,846.0,847.0,train,train
1,118.0,kae,Doc,Speaker two man,Neutral,9.0,4,14m:07s:00ms,14m:08s:00ms,847.0,848.0,train,train
1,119.0,kae,Asem a me bɛ ka no ɛden paa but ɛse wo gyina sɛ berma,Doctor,Neutral,9.0,5,14m:09s:00ms,14m:14s:00ms,849.0,854.0,train,train
1,120.0,kae,Pakyew ma te me tie,Speaker two man,Neutral,9.0,6,14m:15s:00ms,14m:16s:00ms,855.0,856.0,train,train
1,121.0,kae,"Sɛbe me hwɛ wo ho akeka keka wɔ ha, ɛye ɛna wo ye very young man, menhwɛ sɛ wo bɛ sei sika bebree",Doctor,Neutral,9.0,7,14m:17s:00ms,14m:30s:00ms,857.0,870.0,train,train
1,122.0,kae,ɛna for now koraaa yaye nua sɛ nkoware bi wɔ ho na manka ankyerɛ wo a na kyerɛsɛ me no ye nipa bɔne ni,Doctor,Neutral,9.0,8,14m:33s:00ms,14m:40s:00ms,873.0,880.0,train,train
1,123.0,kae,Why am I saying this?,Doctor,Neutral,9.0,9,14m:42s:00ms,14m:43s:00ms,882.0,883.0,train,train
1,124.0,kae,"You see Rudolph, wo wife ne chase of living ɛye slim",Doctor,Neutral,9.0,10,14m:45s:00ms,14m:50s:00ms,885.0,890.0,train,train
1,125.0,kae,Ah! Doc Aden?,Speaker two man,Surprise,9.0,11,14m:53s:00ms,14m:56s:00ms,893.0,896.0,train,train
1,126.0,kae,Wo wife menyɛ sure sɛ ɔbɛtumi a make,Doctor,Neutral,9.0,12,14m:58s:00ms,15m:01s:00ms,898.0,901.0,train,train
1,127.0,kae,"Na me pakyew oo, mo mo ha na montumi ɛnnye enti na wo ka saa anaa sɛ there is no cure koraa for her?",Speaker two man,Sadness,9.0,13,15m:08s:00ms,15m:17s:00ms,908.0,917.0,train,train
1,128.0,kae,"Rudolph, anka me deɛ me susu sɛ ne life support ka wobɛ gyae na wafri ho diin. Me m'adwene no no.",Doctor,Neutral,9.0,14,15m:19s:00ms,15m:30s:00ms,919.0,930.0,train,train
1,129.0,kae,Na ɛnka ɛka beberee a wo bɔ ɛne up and down wo ye nyinaa na ɛnka ɛto etwa,Doctor,Neutral,9.0,15,15m:32s:00ms,15m:38s:00ms,932.0,938.0,train,train
1,130.0,kae,Erm nea wo ka no nyinaa maye din a menhu nea me ye a ɛye sɛ Nyame anim ne nokware paa ni me ne wo ti ha ye kasa no me kasɛ me wɔ Gh₵50.00 koraa ɛda maccount mu a na me boa.,Speaker two man,Sadness,9.0,16,15m:47s:00ms,16m:06s:00ms,947.0,966.0,train,train
1,131.0,kae,ɛye family and friends na ɛsupporti me kakra kakra for now.,Speaker two man,Sadness,9.0,17,16m:07s:00ms,16m:11s:00ms,967.0,971.0,train,train
1,132.0,kae,"Doc wo Bɛ gye ɛdi sɛ after accident yi nnuro a me tɔ, up and down me ye etwamu over ɛ0,000",Speaker two man,Sadness,9.0,18,16m:13s:00ms,16m:20s:00ms,973.0,980.0,train,train
1,133.0,kae,Me nim paa,Doctor,Neutral,9.0,19,16m:21s:00ms,16m:21s:00ms,981.0,981.0,train,train
1,134.0,kae,Doc mennim be bibia kra me kɔ akɔ gye sika koraa na me de…. Machine yi a mo de asi ne so amma me yi,Speaker two man,Sadness,9.0,20,16m:22s:00ms,16m:30s:00ms,982.0,990.0,train,train
1,135.0,kae,"Doc, imagine dabiaa sɛn na mo gye me?",Speaker two man,Sadness,9.0,21,16m:31s:00ms,16m:34s:00ms,991.0,994.0,train,train
1,136.0,kae,But deɛ metumi akaa ne sɛ sɔ w'akoma mu na yen ye ne saaa sɛ deɛ bɛ ya ɛbɛ boa wankasa,Doctor,Neutral,9.0,22,16m:44s:00ms,16m:49s:00ms,1004.0,1009.0,train,train
1,137.0,kae,"Anyway, erm wo deɛ wa ka mate",Speaker two man,Sadness,9.0,23,16m:51s:00ms,16m:56s:00ms,1011.0,1016.0,train,train
1,138.0,kae,Ewɔ mu sɛ me na me ye ne kunu deɛ but ɔye obi so dehye.,Speaker two man,Sadness,9.0,24,16m:57s:00ms,17m:03s:00ms,1017.0,1023.0,train,train
1,139.0,kae,ɛye nokware,Doctor,Neutral,9.0,25,17m:03s:00ms,17m:04s:00ms,1023.0,1024.0,train,train
1,140.0,kae,"Me ne abusua bɛ dwen ho, nti wadaroma me sre wo deɛ ma me brɛ kakra",Speaker two man,Sadness,9.0,26,17m:05s:00ms,17m:09s:00ms,1025.0,1029.0,train,train
1,141.0,kae,Ma te ma te,Doctor,Neutral,9.0,27,17m:10s:00ms,17m:11s:00ms,1030.0,1031.0,train,train
1,142.0,kae,Me nfa nyɛ ntotoɛ bi na deɛ ɛwɔ mu biaa wo bɛ te menka.,Speaker two mam,Sadness,9.0,28,17m:11s:00ms,17m:14s:00ms,1031.0,1034.0,train,train
1,143.0,kae,Ma te menni problem biaa,Doctor,Neutral,9.0,29,17m:15s:00ms,17m:16s:00ms,1035.0,1036.0,train,train
1,144.0,kae,Enti wo deɛ anytime biaa wo feele sɛ waye ready no just let me know wai,Doctor,Neutral,9.0,30,17m:17s:00ms,17m:21s:00ms,1037.0,1041.0,train,train
1,145.0,kae,Medaase,Speaker two man,Sadness,9.0,31,17m:24s:00ms,17m:24s:00ms,1044.0,1044.0,train,train
1,146.0,kae,Okay.,Doctor,Neutral,9.0,32,17m:25s:00ms,17m:25s:00ms,1045.0,1045.0,train,train
1,147.0,kae,"Lina, Lina aden na wo ye ma sei?",Speaker two man,Sadness,10.0,1,18m:53s:00ms,18m:57s:00ms,1133.0,1137.0,train,train
1,148.0,kae,Lina aden?,Speaker two man,Sadness,10.0,2,19m:01s:00ms,19m:02s:00ms,1141.0,1142.0,train,train
1,149.0,kae,Lina wonim sɛ wonnfa me duru bebia aden na wo pi ne so ma me ware wo mpo?,Speaker two man,Sadness,10.0,3,19m:04s:00ms,19m:10s:00ms,1144.0,1150.0,train,train
1,150.0,kae,Aden na wo ma me kɔ ye wo wedding?,Speaker two man,Sadness,10.0,4,19m:13s:00ms,19m:14s:00ms,1153.0,1154.0,train,train
1,151.0,kae,Lina,Speaker two man,Sadness,10.0,5,19m:17s:00ms,19m:18s:00ms,1157.0,1158.0,train,train
1,152.0,kae,We decided to live forever,Speaker two man,Sadness,10.0,6,19m:22s:00ms,19m:25s:00ms,1162.0,1165.0,train,train
1,153.0,kae,Me dɔ why?,Speaker two man,Sadness,10.0,7,19m:28s:00ms,19m:29s:00ms,1168.0,1169.0,train,train
1,154.0,kae,Lina,Speaker two man,Sadness,10.0,8,19m:31s:00ms,19m:31s:00ms,1171.0,1171.0,train,train
1,155.0,kae,Lina,Speaker two man,Sadness,10.0,9,19m:35s:00ms,19m:36s:00ms,1175.0,1176.0,train,train
1,156.0,kae,Baby,Speaker two man,Sadness,10.0,10,19m:38s:00ms,19m:38s:00ms,1178.0,1178.0,train,train
1,157.0,kae,"Baby, bɛ sin. Bɛ sin",Speaker two man,Sadness,10.0,11,19m:40s:00ms,19m:41s:00ms,1180.0,1181.0,train,train
1,158.0,kae,I know you are a fighter,Speaker two man,Sadness,10.0,12,19m:42s:00ms,19m:44s:00ms,1182.0,1184.0,train,train
1,159.0,kae,Me nim sɛ wo ye survivor,Speaker two man,Sadness,10.0,13,19m:46s:00ms,19m:47s:00ms,1186.0,1187.0,train,train
1,160.0,kae,Keka wo ho eerr.,Speaker two man,Sadness,10.0,14,19m:49s:00ms,19m:50s:00ms,1189.0,1190.0,train,train
1,161.0,kae,Baby at least fight some more,Speaker two man,Sadness,10.0,15,19m:53s:00ms,19m:57s:00ms,1193.0,1197.0,train,train
